hs,desc
520643,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 43 nm but not exceeding 52 nm per single yarn 301
520644,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 52 nm but not exceeding 80 nm per single yarn 301
520645,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 80 nm per single yarn 301
520710,cotton yarn than sewing thread put up for retail sale containing 85 percent or more by weight of cotton 200
520790,cotton yarn than sewing thread put up for retail sale 200
520811,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² unbleached plain weave weighing not more than 100 g m² of numbers 43 to 68 of number 42 or lower number of number 69 or higher number suitable for making typewriter ribbon containing yarns the average number of which exceeds 85 but not 237 the total thread count treating multiple folded or cabled yarns as single threads per square centimeter is not less than 94 and not more than 134 and in which the thread count of either the warp or filling does not exceed 60 percent of the total thread count of the warp and filling 220 printcloth 315 cheesecloth 226 poplin or broadcloth 314 sheeting 313 poplin or broadcloth 314 cheesecloth lawns voiles or batistes 226
520812,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² unbleached plain weave weighing more than 100 g m² of number 69 or higher number of numbers 43 to 68 of number 42 or lower number cheesecloth lawns voiles or batistes 226 printcloth 315 cheesecloth 226 poplin or broadcloth 314 sheeting 313 cheesecloth lawns voiles or batistes 226
520813,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² unbleached 3 thread or 4 thread twill including cross twill 317 of number 69 or higher number cheesecloth lawns voiles or batistes 226 cheesecloth lawns voiles or batistes 226
520819,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² unbleached fabrics satin weave or twill weave of number 42 or lower number of number 69 or higher number 317 of numbers 43 to 68 sateens 326 oxford cloth 227 220 cheesecloth lawns voiles or batistes 226
520821,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² bleached plain weave weighing not more than 100 g m² of number 69 or higher number of numbers 43 to 68 of number 42 or lower number cheesecloth lawns voiles or batistes 226 printcloth 315 cheesecloth 226 poplin or broadcloth 314 sheeting 313 220
520822,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² bleached plain weave weighing more than 100 g m² of number 69 or higher number of numbers 43 to 68 of number 42 or lower number cheesecloth lawns voiles or batistes 226 printcloth 315 cheesecloth 226 poplin or broadcloth 314 sheeting 313 220
520823,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² bleached 3 thread or 4 thread twill including cross twill 317 of number 69 or higher number cheesecloth lawns voiles or batistes 226 220
520829,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² bleached fabrics satin weave or twill weave of number 42 or lower number of number 69 or higher number 317 of numbers 43 to 68 sateens 326 oxford cloth 227 220
520831,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² dyed plain weave weighing not more than 100 g m² certified hand loomed fabrics of numbers 43 to 68 of number 42 or lower number of number 69 or higher number 220 printcloth 315 cheesecloth lawns voiles or batistes 226 cheesecloth 226 poplin or broadcloth 314 sheeting 313
520832,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² dyed plain weave weighing more than 100 g m² certified hand loomed fabrics of numbers 43 to 68 of number 42 or lower number of number 69 or higher number cheesecloth lawns voiles or batistes 226 printcloth 315 cheesecloth 226 poplin or broadcloth 314 sheeting 313
520833,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² dyed 3 thread or 4 thread twill including cross twill 317 of number 69 or higher number cheesecloth lawns voiles or batistes 226
520839,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² dyed fabrics satin weave or twill weave of number 42 or lower number of number 69 or higher number 317 of numbers 43 to 68 sateens 326 oxford cloth 227 220 cheesecloth lawns voiles or batistes 226
520841,woven fabrics of cotton containing 85 percent or more by weight of cotton weighing not more than 200 g m² of yarns of different colors plain weave weighing not more than 100 g m² certified hand loomed fabrics of number 42 or lower number 218 of numbers 43 to 68 218 of number 69 or higher number of number 69 or higher number 218 220
