hts,short_desc,long_desc,naics
3920710000,"PLATES,ETC,NONCEL,N REIN,OF REGENERATED CELLULOSE","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF REGENERATED CELLULOSE",326113
3920730000,"PLATES,ETC,NONCEL,N REIN,OF CELLULOSE ACETATE","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF CELLULOSE ACETATE",326113
3920790500,"PLATES,ETC,NONCEL,N REIN,OF CELLULO OR DER,VLC FBR","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF CELLULOSE OR ITS CHEMICAL DERIVATIVE",326113
3920791000,"FILM,STRIP & SHEETS,LT=0.076 MM THICK,OTH CELU DER","FILM,STRIP & SHEETS,NOT OVER 0.076 MM THICK,OF OTHER CELLULOSE DERIVATIVES,NONCELLULAR,NOT REINFORCED OR CO",326113
3920795000,"PLATES,ETC,NONCEL,N REIN,OF OTH CELLULOS DER,NESOI","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER CELLULOSE DERIVATIVES,NESOI",326113
3920910000,"PLATES,ETC,NONCEL,N REIN,OF POLYVINYL BUTYRAL","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYVINYL BUTYRAL",326113
3920920000,"PLATES,ETS,NONCEL,N REIN,OF POLYAMIDES","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYAMIDES",326113
3920930000,"PLATES,ETC,NONCEL, N REIN, OF AMINO-RESINS","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF AMINO-RESINS",326113
3920940000,"PLATES,ETC,NONCEL, N REIN, OF PHENOLIC RESIN","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF PHENOLIC RESINS",326113
3920991000,"FILM,STRIP,SHTS,NONCEL,OTH PL,FLX,LT .152MM,NT ROL","FILM,STRIP & SHEETS,NONCELLULAR,NOT REINFORCED,ETC,OF OTHER PLASTICS,FLEXIBLE,OVER 0.152 MM THICK,NOT IN RO",326113
3920992000,"FILM,STRIP & SHEETS,NONCEL,N REIN,OTH PL,FLX,NESOI","FILM,STRIP & SHEETS,NONCELULAR,NOT REINFORCED,ETC,OF OTHER PLASTICS, FLEXIBLE,NESOI",326113
3920995000,"PLATES,FOIL,NONCEL,N REIN,OF OTHER PLASTICS,NESOI","PLATES,FOIL,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER PLASTICS,NESOI",326113
3921110000,"PLATES,SHEETS,FILM,FOIL,STRIP,CELL,PLYM OF STYRENE","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMERS OF STYRENE",326113
3921121100,"PLATES,ETC,CELL,PLM VY CHLO,M-M FB PRD,GT 70% PLS","PLATES,SHEETS FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,M-M FBR PREDOM BY WGT",326113
3921121500,"PLATES,ETC,CELL,PLM VY CHLO,M-M FB PRED,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,M-M FBR PREDOM BY WGT",326113
3921121910,"PLATES,ETC,CELL,PLM VY CHLO,VEG FBR PRD OV OTH TEX","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,VEG FIBR PREDOM BY WG",326113
3921121950,"PLATES,ETC,CELL,PLM VY CHLO,COMB W TEXT MAT,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MATERIALS,NESOI",326113
3921125000,"PLATES,SHEETS,ETC,CELL,PLYM OF VINYL CHLORID,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMERS OF VINYL CHLORIDE,NESOI",326113
3921131100,"PLATES,ETC,CELL,POLYURETHAN,M-M FB PRED GT 70%  PL","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,M-M FIBR PREDOM BY WGT OV",326113
3921131500,"PLATES,ETC,CELL,POLYURETHAN,M-M FB PRED,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,M-M FIBR PREDOM BY WGT OV",326113
3921131910,"PLATES,ETC,CELL,POLYURETHAN,VEG FB PRD OV OTH TEXT","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,VEG FIBR PREDOM BY WGT OV",326113
3921131950,"PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYUR","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,NESOI",326113
3921135000,"PLATES,SHEETS,FILM,ETC,CELL,OF POLYURETHANE,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,NESOI",326113
3921140000,"PLATES,SHEETS,FILM,ETC,CELL,OF REGENERAT CELLULOSE","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF REGENERATED CELLULOSE",326113
3921190000,"PLATES,SHEETS,FILM,FOIL & STRIP,CELL,OF OTH PLAST","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF OTHER PLASTICS",326113
3921901100,"PLATES,ETC,PLS,EX CEL,TEX LT=1.492KG/M2,M-M GT 70%","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBINED WITH TEXT MAT WEIGH LT=1.492KG/M2,M-M FBR PREDOM B",326113
3921901500,"PLATES,ETC PLS,EX CEL,TEXT LT=1.492KG/M2,M-M,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBINED WITH TEXT MAT WEIGH LT=1.492KG/M2,M-M FBR PREDOM B",326113
3921901910,"PLATES,ETC,PLAS,EX CEL,TEX LT=1.492KG/M2,VEG FB","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBIND WITH TEXT MAT,WEIGH LT=1.492KG/M2,VEG FIBR PREDOM B",326113
3921901950,"PLATES,ETC,PLAS,EX CEL,TEX LT=1.492 KG/M2,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBIND WITH TEXT MAT,WEIGH LT=1.492KG/M2,NESOI",326113
3921902100,"PLATES,ETC,PLAS,EX CEL,TEX GT 1.492 KG/M2,COTTON","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,COTTON PREDOM BY",326113
3921902510,"PLATES,ETC,PLAS,EX CEL,TEX GT 1.492 KG/M2,GT 70%PL","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,M-M FBR PREDOM BY",326113
3921902550,"PLATES,ETC,PLAS,EX CEL,TEX GT 1.492KG/M2,M-M,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,M-M FBR PREDOM BY",326113
3921902900,"PLATES,ETC,PLAS,EX CEL,TEX GT 1.492 KG/M2,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,NESOI",326113
3921904010,"PLATES, SHEETS, ETC, REINFORCED W/ PAPER FLEXIBLE","PLATES, SHEETS, FILM, FOIL & STRIP, REINFORCED WITH PAPER, FLEXIBLE",326113
3921904090,"PLATES,SHEETS,ETC,PLAS,EX CELL,FLEXIBLE,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,FLEXIBLE, REINFORCED WITH PAPER, NESOI",326113
3921905010,HIGH PRESSURE PAPER REINFORCD DECORATIVE LAMINATES,HIGH PRESSURE PAPER REINFORCED DECORATIVE LAMINATES,326113
3921905050,"PLATES,SHEETS,ETC,PLAS,EX CELL,EX FLEX,NESOI","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,EX FLEXIBLE, NESOI",326113
3922100000,"BATHS,SHOWER BATHS & WASHBASINS,OF PLASTIC","BATHS,SHOWER BATHS & WASHBASINS,OF PLASTIC",326191
3922200000,"LAVATORY SEATS & COVER,OF PLASTIC","LAVATORY SEATS & COVER,OF PLASTIC",326199
3922900000,"BIDETS,LAVATORY PANS,SIMILR SANITARY WARE,PLASTIC","BIDETS,LAVATORY PANS,FLUSHING CISTERNS & SIMILAR SANITARY WARE,OF PLASTIC",326191
3923102000,"BX,CAS,CRAT, PLST SP SHP PK CNV SH392310/848690","BOXES,CASES,CRATES & SIMILAR ARTICLES,OF PLASTIC SPEC SHAPED/FITTED FOR THE CONVEYANCE/PACKING OF SEMICONDU",326199
3923109000,"BOXES,CASES,CRATES&SIMILAR ARTC,OF PLASTIC NESOI","BOXES,CASES,CRATES & SIMILAR ARTICLES,OF PLASTIC, NESOI",326199
3923210011,RECL SACKS & BAGS OF ETHYLENE WITH NO SIDE GT=75MM,RECLOSABLE SACKS AND BAGS (INCLUDIING CONES) OF POLYMERS OF ETHYLENE WITH NO SINGLE SIDE EXCEEDING 75MM IN,326111
3923210020,BAGS OF POLYETHYLENE WITH SLIDER TO OPEN AND CLOSE,"SACKS AND BAGS OF POLYMERS OF ETHYLENE, WITH CLOSURES THAT INCORPORATE A SLIDER TO OPEN AND CLOSE THE SEAL",326111
3923210030,BAGS POLYETHYLENE INTEGRAL EXTRUDED CLOSURE NESOI,"SACKS AND BAGS OF POLYMERS ETHYLENE, RECLOSABLE, WITH INTEGRAL EXTRUDED CLOSURE, NESOI",326111
3923210080,"SACKS/BAGS, POLYMER OF ETHYLENE, W/NO SIDE GT=75MM","SACKS AND BAGS (INCLUDING CONES) OF POLYMERS OF ETHYLENE, WITH NO SINGLE SIDE EXCEEDING 75 MM IN LENGTH, NE",326111
3923210085,POLYETHYLENE RETAIL CARRIER BAGS WITH HANDLES,"POLYETHYLENE RETAIL CARRIER BAGS WITH HANDLES (INCL. DRAWSTRINGS), WITH NO LENGTH OR WIDTH SHORTER THAN 6 I",326111
3923210095,"SACKS AND BAGS OF POLYMERS OF ETHYLENE, NESOI","SACKS AND BAGS (INCLUDING CONES) OF POLYMERS OF ETHYLENE, NESOI",326111
3923290000,SACKS & BAGS(INCLUDING CONES) OF OTHER PLASTICS,SACKS & BAGS(INCLUDING CONES) OF OTHER PLASTICS,326111
3923300010,"CARBOYS, BOTTLE, ETC. OF CAPACITY NOT GT= 50 ML","CARBOYS, BOTTLES, FLASKS AND SIMILAR ARTICLES OF A CAPACITY NOT EXCEEDING 50 ml",326160
3923300090,"CARBOYS, BOTTLE, FLASKS & SIMILAR ARTICLES, NESOI","CARBOYS, BOTTLES, FLASKS AMD SIMILAR ARTICLES, NESOI",326160
3923400010,"PHOTOGRAPHIC FILM REELS & REEL CANS,OF PLASTIC","PHOTOGRAPHIC FILM REELS & REEL CANS,OF PLASTIC",326199
3923400050,"SPOOLS,COPS,BOBBINS & SIMILAR SUPPORTS,PLAST,NESOI","SPOOLS,COPS,BOBBINS & SIMILAR SUPPORTS,PLAST,NESOI",326199
3923500000,"STOPPERS,LIDS,CAPS,& OTHER CLOSURES,OF PLASTIC","STOPPERS,LIDS,CAPS,& OTHER CLOSURES,OF PLASTIC",326199
3923900012,"PLASTIC BUCKETS & PAILS, WITH CAP LT 11.36 LTRS","PLASTIC BUCKETS & PAILS WITH OR WITHOUT LIDS OR OTHER CLOSURES, HAVING THE CAPACITY OF LESS THAN 11.36 LITE",326199
3923900014,"PLAST BUCKETS & PAILS, W GT=11.36 & LT 22.71 LTRS","PLASTIC BUCKETS & PAILS WITH OR WITHOUT LIDS OR OTHER CLOSURES, HAVING THE CAPACITY OF LESS THAN 11.36 OR M",326199
3923900016,"PLASTIC BUCKETS & PAILS, W/CAP 22.71 LTRS OR MORE","PLACTIC BUCKETS & PAILS WITH OR WITHOUT LIDS OR OTHER CLOSURES, HAVING THE CAPACITY OF 22.71 LITERS OR 6 GA",326199
3923900080,"ART FOR CONVEYING OR PACKING OF GOODS,PLAST,NESOI","ARTICLES FOR THE CONVEY7ANCE OR PACKING OF GOODS, ETC, OF OF PLASTIC, NESOI",326199
3924101000,"SALT,PEPPER,MUSTARD,KETCHUP & SIMILR DISP,PLASTIC","SALT,PEPPER,MUSTARD & KETCHUP DISPENSERS & SIMILAR DISPENSERS,PLASTIC",326199
3924102000,"PLATES,CUPS,SAUCERS,SOUP BOWLS,ETC,OF PLASTICS","PLATES,CUPS,SAUCERS,SOUP BOWLS,CEREAL BOWLS,SUGAR BOWLS,CREAMERS,GRAVY BOATS,SERVING DISHES & PLATTERS,OF P",326199
3924103000,"TRAYS,OF PLASTIC","TRAYS,OF PLASTIC",326199
3924104000,"TABLEWARE & KITCHENWARE,OF PLASTIC,NESOI","TABLEWARE & KITCHENWARE,OF PLASTIC,NESOI",326199
3924900500,NURSING NIPPLES AND FINGER COTS,NURSING NIPPLES AND FINGER COTS,326199
3924901010,"CURTAINS & DRAPES,OF PLASTIC","CURTAINS & DRAPES,OF PLASTIC",314120
3924901050,"NAPKINS,TABLE COVERS,MATS,ETC,OF PLASTIC,NESOI","NAPKINS,TABLE COVERS,MATS,SCARVES,RUNNERS,DOILIES,CENTERPIECES,ANTIMACASSARS & FURNITURE SLIP COVERS,& LIKE",314120
3924902000,PICTURE FRAMES OF PLASTICS,PICTURE FRAMES OF PLASTICS,326199
3924905610,"GATES, OF PLASTICS, FOR CONFINING CHILDREN OR PETS","GATES, OF PLASTICS, FOR CONFINING CHILDREN OR PETS",326199
3924905650,HOUSEHOLD HYGENIC OR TOILET ARTICLES PLASTIC NESOI,"HOUSEHOLD ARTICLES AND HYGENIC OR TOILET ARTICLES, OF PLASTICS, NESOI",326199
3925100000,"RESERVOIRS, TANKS, ETC OF PLASTIC, CAPACITY>300 L","RESERVOIRS, TANKS, VATS & SIMILAR CONTAINERS OF PLASTICS, OF A CAPACITY EXCEEDING 300 LITERS",326199
3925200010,"DOORS AND DOOR FRAMES, OF PLASTIC","DOORS AND DOOR FRAMES, OF PLASTIC",326199
3925200020,WINDOWS AND WINDOW FRAMES OF PLASTICS,WINDOWS AND WINDOW FRAMES OF PLASTICS,326199
3925200091,DOOR THRESHOLDS OF PLASTICS,DOOR THRESHOLDS OF PLASTICS,326199
3925301000,BLINDS(INCLUDING VENETIAN BLINDS)OF PLASTIC,BLINDS(INCLUDING VENETIAN BLINDS)OF PLASTIC,337920
3925305000,"SHUTTERS & SIMILR ARTICLES & PARTS,OF PLAST,NESOI","SHUTTERS AND SIMILAR ARTICLES & PARTS THEREOF,OF PLASTIC,NESOI",326199
3925900000,"BUILDERS' WARE OF PLASTICS,NESOI","BUILDERS' WARE OF PLASTICS,NESOI",326199
3926100000,OFFICE OR SCHOOL SUPPLIES OF PLASTICS,OFFICE OR SCHOOL SUPPLIES OF PLASTICS OR OF OTHER MATERIALS OF HEADINGS 3901 TO 3914,326199
3926201010,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC","GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",326199
3926201020,"GLOVES,SEAMLESS,EXCP SURG & MEDICAL,DISPOSABL,PLAS","GLOVES,SEAMLESS,EXCEPT SURGICAL & MEDICAL,DISPOSABLE,OF PLASTIC",326199
3926201050,"GLOVES,SEAMLESS,EXCP SURG & MEDICAL,NOT DISP,PLAST","GLOVES,SEAMLESS,EXCEPT SURGICAL & MEDICAL,NOT DISPOSABLE,OF PLASTIC",326199
3926202000,BASEBALL & SOFTBALL GLOVES & MITS OF PLASTIC,BASEBALL & SOFTBALL GLOVES & MITS OF PLASTIC,339920
3926203000,"GLOVES SPEC DESIGNED FOR SPORTS,OF PLASTIC,NESOI","GLOVES SPECIFICALLY DESIGNED FOR USE IN SPORTS,OF PLASTIC,NESOI",339920
3926204010,"DISPOSABLE GLOVES,OF PLASTIC,NESOI","DISPOSABLE GLOVES OF PLASTIC,NESOI",326199
3926204050,"GLOVES,OF PLASTIC,NESOI","GLOVES,OF PLASTIC,NESOI",326199
3926206000,"PLAST RAINWR,INCL JACKET,COAT,ETC,VAL N/O $10 unit","PLASTIC RAINWEAR,INCL JACKETS,COATS,PONCHOS,PARKAS & SLICKERS, OUTER SHELL PVC,ETC VAL NOT OVER $10 PER UNI",315280
3926209010,"APRONS,OF PLASTIC","APRONS,OF PLASTIC",315280
3926209050,"ART OF APPAREL & CLOTHING ACCESSORIES,PLAST,NESOI","ARTICLES OF APPAREL & CLOTHING ACCESSORIES,OF PLASTIC,NESOI",315280
3926301000,"HANDLES & KNOBS OF PLASTICS FOR FURN,COACHWORK,ETC","HANDLES AND KNOBS OF PLASTICS FOR FURNITURE, COACHWORK OR THE LIKE",326199
3926305000,"FITTINGS FOR FURNITURE,COACHWORK,ETC,PLASTIC,NESOI","FITTINGS FOR FURNITURE,COACHWORK OR THE LIKE,OF PLASTIC,NESOI",326199
3926400010,"BOWS & ALIKE OF PLASTC FOR DECOR, INCLUD GIFT PCKG",BOWS AND SIMILAR PRODUCTS OF PLASTIC FOR DECORATIVE PURPOSES INCLUDING GIFT PACKAGING AND THE LIKE,326199
3926400090,"STATUETTES & OTHER ORNAMENTAL ARTICLES,OF PLASTIC","STATUETTES & OTHER ORNAMENTAL ARTICLES,OF PLASTIC",326199
3926901000,"BUCKETS & PAILS,OF PLASTIC","BUCKETS & PAILS,OF PLASTIC",326199
3926901600,PACIFIERS,PACIFIERS,326199
3926902100,"ICE BAGS, DOUCHE BAGS, ETC, AND FITTINGS THEREFOR","ICE BAGS; DOUCHE BAGS, ENEMA BAGS, HOT WATER BOTTLES, AND FITTINGS THEREFOR; INVALID AND SIMILAR NURSING CU",326199
3926902500,"HANDLES & KNOBS,OF PLASTIC,NESOI","HANDLES & KNOBS,OF PLASTIC,NESOI",326199
3926903000,"PARTS FOR YACHTS OR PLEASURE BOATS,ETC","PARTS FOR YACHTS OR PLEASURE BOATS OF HEAD 8903,PARTS OF CANOES,RACING SHELLS,ETC",326199
3926903300,"HANDBAGS OF BEADS,BUGLES & SPANGLES","HANDBAGS OF BEADS,BUGLES & SPANGLES",316992
3926903500,"BEADS,BUGLES,SPANGLES,NOT STRUNG,ETC,& ART THEREOF","BEADS,BUGLES & SPANGLES,NOT STRUNG/EXCEPT TEMPORARILY)& NOT SET,ARTICLES THEREOF,NESOI",339999
3926904000,IMITATION GEMSTONES,IMITATION GEMSTONES,339910
3926904510,O-RINGS,O-RINGS,339991
3926904590,OTHER GASKETS AND WASHERS & OTHER SEALS,OTHER GASKETS AND WASHERS & OTHER SEALS,339991
3926904800,PHOTO ALBUMS,PHOTO ALBUMS,326199
3926905000,FRAMES OR MOUNTS FOR PHOTOGRAPHIC SLIDES,FRAMES OR MOUNTS FOR PHOTOGRAPHIC SLIDES,326199
3926905500,"BELTING & BELTS,FOR MACH,CONT TEXT FBR,V-BELTS","BELTING & BELTS,FOR MACHINERY,CONTAINING TEXTILE FIBRS,V-BELTS",326220
3926905600,"BELTING & BELTS,FOR MACH,VEG FBR PREDOM OV OTH TEX","BELTING & BELTS,FOR MACHINERY,WITH TEXT COMP IN WHICH VEGETABLE FIBERS PREDOMINATE BY WEIGHT OVER ANY OTHER",326220
3926905700,"BELTING & BELTS,FOR MACH,M-M FBR PREDOM OV OTH TEX","BELTING & BELTS,FOR MACHINERY,WITH TEXT COMP IN WHICH MAN-MADE FIBERS PREDOMINATE BY WEIGHT OVER ANY OTHER",326220
3926905900,"BELTING & BELTS,FOR MACH,CONT TEXT FIBR,NESOI","BELTING & BELTS,FOR MACHINERY,CONTAINING TEXTILE FIBERS,NESOI",326220
3926906010,SYNCHRONOUS BELTS FOR MACHINERY,SYNCHRONOUS BELTS FOR MACHINERY,326220
3926906090,"BELTING & BELTS FOR MACHINERY,NESOI","BELTING & BELTS FOR MACHINERY, NESOI (EXCLUDING SYNCHRONOUS BELTS)",326220
3926906510,"CLOTHESPINS,SPRING TYPE,VAL LT= 80 CENTS PR GROSS","CLOTHESPINS,SPRING TYPE, VALUED NOT OVER 80 CENTS PER GROSS",326199
3926906520,"CLOTHESPINS,SPRING TYPE,VAL GT $.80,LT=$1.35/GROSS","CLOTHESPINS,SPRING TYPE,VAL OVR $.80 PR GROSS BUT NOT OVR $1.35 PER GROSS",326199
3926906530,"CLOTHESPINS,SPRING,VAL GT $1.35,LT=$1.70/GROSS","CLOTHESPINS,SPRING TYPE,VAL OVR $1.35 BUT NOT OVR $1.70 PR GROSS",326199
3926906550,"CLOTHESPINS,SPRING TYPE,VAL GT $1.70 PR GROSS","CLOTHESPINS,SPRING TYPE,VAL  GT $1.70 PR GROSS",326199
3926907000,"CLOTHESPINS,NESOI","CLOTHESPINS,NESOI",326199
3926907500,"PNEUMATIC MATTRESSES & OTH INFLATABLE ART,NESOI","PNEUMATIC MATTRESSES & OTHR INFLATABLE ARTICLES,NESOI",326199
3926907700,WATERBED MATTRESSES & LINERS & PARTS THEREOF,"WATERBED MATTRESSES AND LINERS,AND PARTS OF THE FOREGOING",326199
3926908300,"EMPTY CARTRIDGE & CASSETTE, TYPEWRITER & MACH RIBS",EMPTY CARTRIDGES AND CASSETTES FOR TYPEWRITER AND MACHINE RIBBONS,326199
3926908500,"FASTENERS,IN CLIPS SUIT FOR USE IN MECH ATT DEVICE","FASTENERS,IN CLIPS SUITABLE FOR USE IN A MECHANICAL ATTACHING DEVICE",326199
3926908700,"FLEXIBLE PLASTIC DOC BINDERS WITH TABS,ROLLED/FLAT","FLEXIBLE PLASTIC DOCUMENT BINDERS WITH TABS, ROLLED OR FLAT",323111
3926909400,"CARDS,NOT PUNCHD,USE IN MAKING JACQUARD CARDS,ETC","CARDS,NOT PUNCHED,SUITBL FOR USE AS OR MAKE JACQUARD CARDS;JAQUARD CARDS & JACQUARD HEADS FOR POWER-DRIVN W",326199
3926909600,"CASING FOR BICYCLE DERAILLEUR CABLES; ETC,W/NOT CU","CASING FOR BICYCLE DERAILLEUR CABLES;AND CASING FOR CABLE OR INNER WIRE FOR CALIPER AND CANTILEVER BAKES, W",326220
3926909905,ELASTIC BANDS MADE WHOLLY OF PLASTICS,ELASTIC BANDS MADE WHOLLY OF PLASTICS,326199
3926909910,LABORATORY WARE,LABORATORY WARE,326199
3926909925,REFLECTIVE TRIANGULAR WARNING SIGNS FOR ROAD USE,REFLECTIVE TRIANGULAR WARNING SIGNS FOR ROAD USE,326199
3926909930,LADDERS OF PLASTICS/OTHER MATERIALS 3901-3914,LADDERS OF PLASTICS OR OF OTHER MATERIALS OF HEADINGS 3901 TO 3914,326199
3926909940,"COVERS, RINGS, FRAMES FOR MANHOLES","COVERS, RINGS AND FRAMES FOR MANHOLES; CATCH BASINS; DRAINAGE GATES, FRAMES THEREOF; CLEANOUT COVERS, FRAME",326199
3926909990,"OTHER ARTICLES OF PLASTIC, NESOI","OTHER ARTICLES OF PLASTIC, NESOI",326199
4001100000,"NATURAL RUBBER LATEX, WHETHER OR NOT PREVULCANIZED","NATURAL RUBBER LATEX, WHETHER OR NOT PREVULCANIZED",113210
4001210010,"NATURAL RUBBER IN SMOKED SHEETS, GRADE 1","NATURAL RUBBER IN SMOKED SHEETS, GRADE 1",113210
4001210020,"NATURAL RUBBER IN SMOKED SHEETS, GRADE 2","NATURAL RUBBER IN SMOKED SHEETS, GRADE 2",113210
4001210030,"NATURAL RUBBER IN SMOKED SHEETS, GRADE 3","NATURAL RUBBER IN SMOKED SHEETS, GRADE 3",113210
4001210050,"NATURAL RUBBER IN SMOKED SHEETS, NESOI","NATURAL RUBBER IN SMOKED SHEETS, NESOI",113210
4001220005,"TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 5","TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR), GRADE 5",113210
4001220010,"TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE CV","TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE CV",113210
4001220015,"TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 1","TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 1",113210
4001220020,"TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 10","TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 10",113210
4001220025,"TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 20","TECHNICALLY SPECIFIED NATURAL RUBBER, GRADE 20",113210
4001220050,"TECHNICALLY SPECIFIED NATURAL RUBBER, NESOI","TECHNICALLY SPECIFIED NATURAL RUBBER, NESOI",113210
4001290000,"NATURAL RUBBER IN OTHER FORMS, NESOI","NATURAL RUBBER IN OTHER FORMS, NESOI",113210
4001300005,BALATA,BALATA,113210
4001300010,"GUTTA-PERCHA AND GUTTAS, NESOI","GUTTA-PERCHA AND GUTTAS, NESOI",113210
4001300020,CHICLE,CHICLE,113210
4001300055,"GUAYULE AND SIMILAR NATURAL GUMS, NESOI","GUAYULE AND SIMILAR NATURAL GUMS, NESOI",113210
4002110000,LATEX OF (SBR); (XSBR),LATEX OF STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR),325212
4002190014,STYRENE-BUTADIENE-STYRENE BLOCK COPOLYMERS,"STYRENE-BUTADIENE-STYRENE BLOCK COPOLYMERS PRODUCED BY SOLUTION POLYMERIZATION (SBS, THERMOPLASTIC ELASTOME",325212
4002190015,E-SBR CONT LT=50% STYRENE BY WT OF DRY POLYMER,"STYRENE-BUTADIENE RUBBER PRODUCED BY EMULSION POLYMERIZATION (E-SBR), IN BALES, CONTAINING 50% OR LESS STYR",325212
4002190016,S-SBR IN BALES,"STYRENE-BUTADIENE RUBBER, PRODUCED BY SOLUTION POLYMERIZATION (S-SBR) IN BALES",325212
4002190019,SBR CONT LT=50% STYRENE BY WT OF DRY POLYMER NESOI,"STYRENE-BUTADIENE RUBBER (SBR), CONTAINING 50% OR LESS STYRENE BY WEIGHT OF THE DRY POLYMER, NESOI",325212
4002190020,STYRENE-BUTADI RUB GT 50% STYRENE BY WT DRY POLYMR,STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) CONTAINING OVER 50% STYRENE BY,325212
4002200000,BUTADIENE RUBBER (BR),BUTADIENE RUBBER (BR),325212
4002310000,ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR),ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR),325212
4002390000,"HALO-ISOBUTENE-ISOPRENE RUBBER, NESOI","HALO-ISOBUTENE-ISOPRENE RUBBER (CIIR OR BIIR), NESOI",325212
4002410000,LATEX OF CHLOROPRENE (CHLOROBUTADIENE) RUBBER (CR),LATEX OF CHLOROPRENE (CHLOROBUTADIENE) RUBBER (CR),325212
4002490000,"CHLOROPRENE (CHLOROBUTADIENE) RUB, EXC LATEX,NESOI","CHLOROPRENE (CHLOROBUTADIENE) RUBBER (CR), EXC LATEX, NESOI",325212
4002510000,LATEX OF ACRYLONITRILE-BUTADIENE RUBBER (NBR),LATEX OF ACRYLONITRILE-BUTADIENE RUBBER (NBR),325212
